rooms,price
1,22333.18446056779
1,68034.57394280548
10,515682.92832706997
4,182039.45547351084
7,334679.095951992
2,90774.65899003386
3,104944.13210537322
1,56719.363468811534
5,244543.10907319738
1,69403.50165135719
8,378031.81564074894
1,37617.54103500137
1,19869.494839217696
2,79914.18873011494
2,76360.36007863563
6,319919.4735769289
7,336034.76302497217
5,252483.51369489226
1,42384.73192276391
1,24610.69467974374
3,146633.99153656713
2,111982.0666372719
5,225844.81214913295
10,516182.25581462757
6,283005.5815704461
7,340340.32147854316
4,210613.66246020095
7,336731.27685561025
8,400751.4971867173
1,43706.18342423815
6,302587.3601340764
8,352385.21788953006
5,213406.36369583834
4,212319.34012093677
2,120743.62811298101
6,281790.2659293696
6,295119.43295657734
1,55894.38505804603
9,463864.3520331741
6,259446.45456658304
3,132279.19506043245
4,193348.4124030025
4,214062.80394472097
3,199968.6096744299
10,495439.88546380564
3,121860.45075792022
3,158045.36154402597
4,226419.9157908142
7,352160.28241959005
4,181867.02909691414
9,469159.8788296004
1,63270.9123699687
8,379478.3831160875
7,357628.5123506868
2,119945.31135317746
8,423637.8008511779
1,48671.02049381088
9,442838.41107641364
9,474545.4764416253
2,75796.7899403823
7,358771.5858184201
10,472599.4674527114
3,171307.52544519206
7,344839.08968777675
10,525371.6647129494
9,459828.2551271105
4,175535.5953987614
1,78492.55464154486
2,131024.9053285546
1,67645.72985198432
5,234768.2426992756
5,243879.72091285183
7,352908.54434811516
9,435925.79201337136
9,483846.9314492641
3,152886.52943452075
3,95933.03905785285
3,156787.11625512442
4,193036.85206365373
8,398501.46887763106
6,292627.612684286
8,416140.92833213374
1,72393.75557106762
8,405661.0632451731
4,193213.7762572368
1,49173.25590381659
8,400391.99233155255
4,183951.39920270327
6,311578.57297142467
8,409200.8464772093
4,230808.82479553347
3,175106.9956057695
9,436286.5016481974
3,166405.9674901793
9,430980.9323381106
2,113918.64201881699
2,89667.71602479785
2,79534.9355324883
6,305600.9068539481
3,96508.65743691719
9,414980.4885118954
4,196450.16232451433
1,51648.83533269685
4,192613.62459683622
1,18411.274025648025
5,233642.1631572299
4,207824.18654474788
8,411635.63541256724
8,399675.5376480812
7,373136.67562073976
3,157947.9404691847
1,35050.88692083576
1,44389.95893176765
3,121942.6768558429
6,297837.2201921717
7,372242.0123844268
6,313705.80169421935
6,328040.18651838246
6,293942.29512402014
3,176921.99589028515
6,296133.9154710406
8,429431.70165139786
2,99562.86505115753
5,264144.62747608556
1,79502.24728619712
1,46131.44742837589
5,254367.7797508835
3,175777.26850412606
4,197339.93672139873
3,123582.15434987677
1,92860.1410916982
1,40604.710713257264
5,253175.12101875086
6,323120.13338902255
3,137830.12192537595
9,429842.6417355574
5,255074.74593549667
8,364138.4720417522
1,44241.878462641595
5,254900.7732863081
3,144600.96206349673
1,19130.98113628506
4,231883.55912408023
5,252070.7630789835
7,378623.0423552348
1,44799.274996391105
3,132399.76036618472
2,105383.6184051032
9,445684.2574734356
10,476444.77084017283
6,329395.68517574994
10,487554.5955421201
3,113194.67230408863
8,426563.32107914664
8,389914.0396837475
2,87843.52214768752
6,264692.24825940054
7,384818.8297319398
2,74210.38825580625
10,501168.989614113
2,118252.4064508088
10,508434.33866006194
1,48806.91376015617
8,365966.68283425167
1,33805.50328465432
9,453756.00676085043
6,284256.5186002601
7,354067.18919997534
10,513634.8681763028
7,369250.05771600205
10,475476.4128437463
3,193932.92109957908
2,115349.58689108261
9,449965.7169266187
8,421790.73166153283
10,547308.1554399994
7,321225.5979788626
9,445494.74715017295
4,152431.36680253345
4,203853.0306529605
1,57307.88483850282
8,399216.7576911448
3,136909.3285800338
7,309009.70967623347
2,107470.67366823538
2,129108.6896783065
7,338179.63088533137
6,308801.1985804629
3,118637.11373159899
9,459144.2612738503
10,492132.35404510685
6,284751.6409879417
10,484792.72717567737
10,492127.7683593398
6,307648.6663138507
1,23756.735976089643
4,192057.69336864294
10,499170.56444001704
6,278019.2155093628
6,335933.3040335003
5,232930.09039877317
1,36611.26172733019
8,380433.84100355004
5,285969.6017427624
5,261058.10457198962
7,331268.15987512714
4,222124.63117719936
6,304013.9738857776
4,205145.06842223002
3,143110.45582495094
7,335011.68026086054
8,406755.32198109204
4,189098.2554000882
2,136335.11259150208
10,474614.1778951379
3,180723.1354570989
1,47773.62302404398
8,405981.7146804221
3,166663.1553325887
10,487395.01409991126
7,367284.96769397275
10,445849.12289237644
5,235600.20933556123
10,481518.7438531787
5,224929.87975256477
7,345700.90323842096
9,457714.9993636339
5,264053.1999699861
1,54817.53514400815
10,486686.13070212904
10,507380.32875650335
1,52485.71389701701
2,118721.12335872033
6,315538.7340586303
9,450609.5282784126
8,382054.93987677485
5,236940.9968833584
1,39004.21280723933
7,343694.67332167487
5,255361.00855179506
6,314303.48780256114
7,348977.62613969244
3,150322.49575800943
10,502866.12610000005
3,139681.8937373532
5,231492.1548471409
6,264891.2420537858
9,436097.01283846254
5,259462.90906535575
1,35941.771239208654
4,195243.85925148122
5,259328.62574824633
10,510413.7899284534
10,478409.34295667923
5,269941.18712907284
7,372547.0017871097
4,177403.00285562882
1,33523.26260717692
5,273821.8136629238
7,347062.92957489396
10,455604.441050963
10,472006.36990534625
6,295012.60749655036
5,226739.14699430796
4,191731.52458727118
2,100647.92427367157
4,229245.09208069457
10,494190.92167544423
10,521450.8359914552
3,178575.2032407354
10,528686.1933870416
1,55695.091867711366
8,360734.21704322053
5,259216.4973080773
4,220967.9977562708
8,398378.65789129166
7,384891.67740150495
2,117196.67122934916
1,61365.46754305568
4,221727.61422411675
8,406667.39702521753
2,50143.79001209293
3,140017.2209705927
1,73943.36054495708
1,33848.17319803408
3,145530.5498952612
5,229103.27372193857
3,185678.45190403538
1,83629.84914836031
1,32322.622097185413
8,402945.9600077817
10,486390.11904471903
2,112298.89278062756
3,160193.66154484657
2,116234.11143226532
3,156638.36895415775
7,408708.1241277694
1,29441.524699785223
10,465787.9329112697
8,392138.1959859708
10,468640.23468879465
10,470150.75459988014
10,479973.7069160407
2,81556.22189136746
3,130907.63796099879
9,460364.37900890823
7,339876.2187782933
4,196409.7085025504
10,517884.6554900187
5,234673.54950437148
2,94709.08202590556
8,407315.1997218583
4,161168.64398759557
9,402301.88982098835
5,256922.34657595446
9,459840.285611338
4,241284.4026970482
10,503161.8975173362
5,266394.7943451619
9,446090.5471282805
8,405944.5444317017
3,183345.13683499067
1,7520.1436374872865
3,158272.32515143362
4,242711.73460154733
2,105640.68438418685
1,83011.45926465697
7,337415.7570094112
8,399359.05011672573
7,350670.49404777173
5,205648.17841282458
1,26636.443442995995
7,328062.4984123203
7,366441.32156065054
9,467443.0621136811
3,156480.72885413066
9,466482.0579371141
1,46717.01174556452
1,74038.63339079087
4,200175.76885264143
9,451157.28094853513
6,294688.1473347518
3,163689.00955272856
1,41576.023667741734
4,219528.62754396137
9,427357.01718567987
3,128021.67490543611
9,463748.5351025301
7,348229.1157083397
4,190922.17167693743
3,167801.1546495092
10,487854.7717182783
5,245995.9749139926
5,277984.5590014232
3,180782.846916213
9,481447.96420540655
4,194357.4844613218
5,274614.0580996894
4,181020.94344462643
5,231861.94250555878
7,302990.8829475128
9,483457.3640379706
7,332720.4030184784
5,247469.3484050588
10,481793.5131614343
10,513903.3049666028
7,342487.3267856532
10,473903.662191341
5,258833.2512837212
3,121325.39950379543
7,333251.88549369015
2,57862.21770747838
9,421520.83775604784
10,503570.58339440956
10,460709.2792379415
1,20377.085507565687
6,299952.62167734385
7,339127.862078139
8,439840.73271918617
10,536677.9309204875
9,432641.5507449769
2,111142.75236806963
10,514985.651137589
2,88050.42283951193
5,220089.16927003593
5,249754.03101383886
6,296543.08650371776
3,141284.71006058762
8,408846.3373632897
1,34985.40785988802
6,276960.04904841713
4,202181.65940699662
1,57719.401851377515
7,326467.1011219989
9,468561.8122198216
4,164590.37724447844
4,188437.73082568712
6,294839.8292760478
3,137275.52574696142
6,288698.7905289761
7,387421.48964616226
10,482982.318219222
10,548824.4344494382
3,158742.53559462103
7,351841.10274623986
3,159524.8070677533
2,150598.55498503905
10,480128.139921371
4,177591.64162127223
8,384902.67606856156
9,450642.8629392912
7,315484.57750374853
1,50446.78478637216
3,183870.94266827343
9,453028.14781249553
1,44146.29082049446
9,437636.79102632747
8,417970.2340910313
1,33483.34453523905
6,336927.918411985
5,288667.19495428714
6,305135.0159732358
10,499769.6982384671
5,270613.19616483117
6,321895.9700445465
5,233880.16537881168
5,239468.89733726595
4,173553.0513063341
3,158181.29876668114
3,163332.5576691378
4,173001.48724277454
9,440896.0219036768
2,73054.92164837301
9,432024.00379512325
1,61020.34120452599
1,35330.35866643441
5,243983.48087935403
6,267453.76544105366
6,303739.8041944933
3,149114.53360310703
7,335420.8149993367
9,446219.7140463505
10,503605.8976100689
8,383702.63702181313
6,270474.7491199644
8,436111.4886537363
5,237334.54590579454
8,398064.7979362622
10,520216.79470040626
4,270581.1037514097
10,475110.27100222267
8,408996.5442745302
10,485848.95429411787
2,89224.19390846578
5,235595.7595798642
9,427486.9006439883
4,199174.17276430677
6,270509.94625903526
1,68936.15133023741
9,451100.0587206675
1,58448.6994580288
5,240676.22776107554
4,192655.92131576504
3,155751.27810334656
6,276718.9873518835
2,92840.19131173329
3,132807.72972243093
5,232188.6237881797
9,407803.23518748715
2,126786.53178959999
10,486269.22493692464
8,423267.521103271
2,121375.84642788584
5,224280.00586967013
7,328231.77528654307
8,451210.05918711366
1,85018.51883854286
6,299369.6297334379
1,55147.46212834699
2,87383.07194105623
1,58647.0542840068
5,235656.36198555058
10,459352.9247140323
9,423568.88426977897
6,300421.85495701176
1,27378.655289948245
1,48654.45070172931
2,78506.77921134274
9,434352.92154996016
3,167063.30612826382
1,54949.61095280209
5,249806.71157373305
7,367579.27946141304
6,309612.17186694697
1,78931.26582502735
5,240802.8147536972
5,241407.30042944982
6,273977.8146721731
3,141420.3856525516
5,269295.3978860489
7,375999.74744524265
5,269206.1033617334
5,214116.16266901128
5,271662.9042532147
10,463229.6275345586
10,517962.34648244694
3,142644.3094685789
1,64050.66627867711
5,223351.0330421087
9,473423.3526541229
1,20700.50507790222
3,136630.90178293645
4,180038.1074446193
1,14914.302943550021
1,51890.55135176937
8,436121.7823567392
2,153338.1044464002
8,401943.11574172496
7,372333.62550135044
10,504641.8927585707
10,509977.66389536427
2,93157.02697745523
6,303901.53850845207
6,310749.57409212855
3,138430.80542247338
2,98450.11400214024
1,48831.39762005024
6,316528.0663466105
5,228679.35656744638
9,448969.15582784696
1,88240.10938105395
7,373281.20305171877
5,276983.5809777741
5,250488.6368035607
2,106419.95127372046
3,170044.7233340585
7,381205.1105906186
6,260967.94174234226
2,73691.17385900309
6,326188.88202805293
2,94462.21288462394
2,86565.58421483845
2,74916.78026008792
3,138899.6659691178
2,71952.61433152351
4,241821.88545464954
9,449551.2789603885
6,298840.98916474567
1,61761.53350335664
8,419246.9033853314
7,368917.76313109277
10,521472.4388781514
3,137383.08898418286
1,44042.663900862775
5,265380.6331088455
4,189452.2187672076
10,499897.8673594555
8,407975.2752884963
1,65703.70164620753
10,464446.38075259596
1,64294.9129977789
4,195325.51884296548
8,414149.1542172876
5,265538.6338470966
2,132158.30122238316
6,327069.07295242406
5,276931.4332522059
2,128873.40638332476
3,155827.57969631892
9,450643.7017407368
7,367456.3416635667
7,364641.61902866047
6,293818.6752652348
8,408096.46817616536
4,199298.07066430812
8,382921.3418307989
4,225809.214827527
8,401103.98485060176
9,490974.165153977
3,117490.15459600335
3,138864.42454313269
2,100652.77673381743
10,522747.6219525783
3,157989.3874520437
3,156209.45508361503
5,227454.72414891707
5,226861.17205541057
2,106450.0932057981
10,472717.88012363284
6,289362.4449942134
5,260018.34658171714
6,280353.5145544645
1,82107.11924723613
5,274478.7268847578
9,418571.600033234
10,481352.57513636025
2,54284.455110101
1,34348.17274903734
10,515327.76953144796
9,441722.1011545029
10,509215.94487231935
9,419553.3136343651
9,465959.50509163813
6,288897.815441433
8,400243.3936456581
1,48142.50997213895
10,474569.0295821543
4,176938.31336520435
1,69355.88938006852
8,407979.8431500339
1,71000.98083106853
3,156493.16471005036
4,202859.81269618432
8,365479.7876266647
6,294592.6660647766
10,499452.31359192514
7,389062.1439654515
8,413739.13264197356
2,130721.22363419057
10,511950.75411789457
8,385773.93546101043
3,152342.484322997
7,354724.47292528464
3,131216.88860458636
7,342312.25246814155
2,95884.66012645655
10,532112.3966513023
6,258385.18949218042
3,174116.36841432087
3,131264.09530081233
9,422558.4162546077
7,373598.8426007693
5,264637.96138468763
10,525090.3740476238
7,366014.03895091155
9,491196.900034748
1,61174.47673888971
7,346870.4524775368
6,306858.52754642686
10,524869.3825669193
9,434412.4934947977
1,36962.22834937238
4,193820.79970804186
9,407908.34402469336
4,202761.56816835093
10,462277.42592097947
3,151061.1862586524
9,467305.795122705
2,90462.47078712328
4,233542.31740373743
6,270789.98201163026
2,123825.21363263665
8,413502.74112813844
8,365679.33503378625
1,104215.88598081065
3,148725.09428992067
10,482450.3195568874
9,421858.25610431965
5,245599.6394468065
6,297451.8625522008
4,202052.9105707933
10,494044.0768755208
2,112664.50620230187
8,392247.40334673505
6,261300.7176551906
5,247012.77008700717
9,402650.44693253445
1,57075.41261782779
5,230413.9953943473
6,303267.207098316
5,276281.49963049206
6,281025.02609464
6,321225.12517024233
7,341332.20866627694
4,235063.8960413117
8,392696.94773603574
7,333190.1402898662
9,463744.7690079058
7,341284.2054075273
3,133171.00971741983
3,140443.20298592417
8,399107.86935634
5,276843.6026248971
4,161318.24509080846
8,400461.6131790084
6,312498.07189308084
2,103868.97149983593
4,226197.30338867067
4,198513.0934048295
6,296308.97115628107
6,311846.59094026685
1,51986.27629902699
8,392191.82523439056
6,310322.88079172757
3,136949.4341356671
9,437776.4569596135
2,89440.11956468773
8,427061.3832033281
10,435579.6728802857
3,157911.97669525884
5,250685.43628400445
6,266382.5908152376
10,506194.53558272007
6,309515.03983663063
4,211792.784627148
3,96963.43873910102
4,227327.78823708877
1,35245.26590630318
4,213731.35493506351
1,64821.47561364572
1,32466.05828761414
10,513209.199047031
6,292290.13518175285
5,208572.45641323685
4,223354.83851055556
3,134499.1007396752
1,32910.130745238916
6,291938.68263926555
2,105444.73450654776
8,398854.59178355796
10,510961.3384941434
5,223210.2126694268
7,335152.2725913853
10,497680.0585535693
2,137957.74585317413
8,397723.7492317248
2,121704.44527323263
4,200771.10337568636
1,40326.82725124863
5,245065.5115177112
9,446631.60575942235
1,62072.91477921477
9,477492.2253515311
8,407193.6169537264
6,323741.5535748351
7,330704.20524740627
3,141707.3898237194
1,35513.949315846665
5,256288.89181749706
2,92820.83229641173
5,264595.4587406839
8,381379.96576735115
9,450860.6194664256
2,113737.15822024512
3,108693.94449918778
3,192432.62614660407
1,44336.962302402484
8,359499.20172647655
6,303161.8779715357
8,400668.86935946305
9,448362.11240855017
5,269823.8222585333
3,164948.89942854113
5,255957.5238204769
5,259003.11267893296
5,247912.83101123828
3,185509.81698480097
10,470416.07963284466
4,202793.03348431794
9,451300.4926237756
10,516265.60812129185
9,433122.922451502
2,65126.547952069275
8,403136.4603219639
8,405624.6098443721
7,379791.98818895296
8,374592.75907349825
3,173093.8753343344
6,347348.2872805424
1,42444.70224955046
7,324181.1556101355
1,41860.512672532575
9,450280.0993474276
1,61275.757500138294
1,38172.10540323905
7,381103.97068294685
2,77709.35369983877
5,215215.896956544
8,422134.20848574635
8,354507.579375876
3,145917.40462254567
7,412353.62258416094
3,149759.12894080137
6,277584.646986075
6,298852.0507242641
3,148983.98422760933
7,353212.99880706234
3,163245.2596431924
8,379217.7766326452
10,533750.9611047358
4,204902.28568745236
1,64535.88092803607
4,187437.01200488716
7,375727.6427399107
4,194858.9518237387
6,305551.0502698706
9,431337.8784562578
1,30061.367471957463
5,263764.10612905765
7,341127.86339585227
1,32923.53824991245
4,187136.3331594594
6,313979.0614343484
2,87419.24277592778
10,497646.9013679567
5,250300.55500574195
10,461653.02227979404
1,20577.47189252964
6,306725.55778495123
6,285259.41277694603
4,221134.49822560837
8,419336.1420850109
4,214383.37332710874
8,436395.43574625195
8,398338.2134451363
5,262977.6385180768
4,188311.9804680794
2,149047.39825737447
3,189672.6730487204
3,150237.60869035585
4,207731.72459810384
4,227185.9519872961
10,497057.20990371786
5,236867.5185840059
4,217479.79502013765
10,501568.7849216734
8,403659.8889929052
6,283314.57313864067
6,265646.55703273206
8,404722.848197582
7,368099.240829884
10,495483.8650184792
10,528728.5903911773
8,385921.6734916891
2,78905.9109006816
9,448655.3938560774
1,48348.14849297419
8,415399.37462670443
4,184500.7435187203
4,227361.88473629797
5,289338.3392501651
8,399217.11946063314
5,274994.20840368635
8,378870.0585874948
10,521504.43082363834
1,70945.52817118925
10,517268.74560379755
9,449688.73822259414
6,240915.02117515937
3,137165.45712695742
8,387481.67964630795
9,430434.9012387905
6,302444.8600909413
7,341620.73108957533
1,33507.75980469956
5,228823.9970350436
5,235689.74029029542
10,522429.98423699854
4,186779.49890745012
6,289701.22587133455
7,340866.0476995351
9,456779.8702761884
1,59124.98977057065
6,239106.86921513677
7,370432.7042765522
3,178727.36068487508
8,378996.2692527666
5,230554.0351053033
9,440994.93224443455
5,234879.91961086792
9,454478.5374789321
10,461069.49427282275
4,177641.4478392652
9,480783.9440034981
5,231435.60065303964
10,524868.5655620585
9,457106.76391180273
3,113814.64570823484
4,212706.58390432413
9,447646.65395614295
10,490890.6588750052
6,304899.1418634401
2,109492.66971133584
7,364151.8364394924
2,123565.05695096005
2,108162.71825556713
1,22487.318224272763
3,140527.09084697618
6,358860.96670537244
8,414489.8212076345
9,497385.74601622997
7,377908.6816439837
4,204836.04143111498
6,306028.14139562234
5,249268.39920246307
8,365243.90768307
1,50360.94504936448
1,74213.49105084394
6,288007.20010357595
10,508239.0599812362
2,117031.82091786395
5,231806.3912137505
1,40973.94271312671
7,329641.7701904568
1,33556.68786621186
4,174247.89432693878
9,431991.03077243944
1,78389.11361595678
4,181690.45941819414
6,302529.1843812138
6,289942.6249265809
8,423577.3187407388
1,76223.24593207233
7,367281.3996427789
1,56122.691062055106
7,345378.80926318205
3,126162.505916175
8,438870.57762244396
3,134806.53964494893
1,63272.92694065683
8,421191.3114524679
3,138894.3900618934
2,120760.25054631924
1,65284.264066777105
3,184559.27670763532
2,90613.07067146577
2,74282.7196544057
6,289890.2048911098
1,54177.070850686636
2,101164.25454170113
6,292131.242074509
3,111816.05082045514
4,209409.65992258213
1,89446.889581644
8,409285.0247624601
7,362182.71038107027
7,361448.90612310206
3,157940.93339764798
10,518633.3193373619
10,507907.4736237133
3,143746.4566069345
2,84080.22179982493
1,45020.526894386494
7,356282.58992901334
7,343678.3407775405
2,106286.7736626286
7,358783.00267400837
8,416663.58862540364
1,75655.8993767796
9,451560.14836957713
7,323844.4686970468
3,143097.9180636162
8,400881.251348132
7,313284.6248764582
8,427773.29040204966
6,302847.5582502093
9,457627.0566916057
5,277310.5292505253
3,137397.14339715306
3,161480.8386176806
1,47802.71753796129
8,396318.2626596816
2,84556.15224391241
3,183312.06427373056
8,392489.9991984886
8,413989.28493791405
4,162499.85225056126
4,223599.77059379572
5,271044.2231191412
6,301948.68220594607
5,245461.1506772415
7,358000.00011227134
2,145775.81321760578
7,314735.2660219303
10,515640.5477514826
7,331767.65395692195
1,49601.63207400538
7,345042.39761842677
5,241433.6348440449
3,149790.6974189454
3,127316.57709444419
4,220583.60872255935
2,64117.12977602799
2,110795.29025656683
1,43469.282949308574
5,226581.50212385092
4,204047.6674119739
10,468860.9782658704
2,100794.2764343927
3,121542.46184376892
7,359225.4416863566
7,331512.8533273925
4,190980.11965941382
5,255878.98775886325
5,234549.1577631553
6,298840.72000663396
9,419723.3899751029
2,112617.5120719231
5,285298.2761110154
3,205844.17735819923
4,201823.36293332878
10,515764.08281594375
6,264387.4865418502
8,430054.6865261118
1,65524.57009448212
10,490321.33110097534
8,424743.6160057802
7,344910.4784670932
1,40839.49633970887
2,109506.69850854983
3,128732.91000339363
1,70432.49528799896
9,428880.2037614631
8,378998.9042035363
2,81806.20423183331
9,465190.0007503224
7,337664.49276960583
9,423040.0843126566
6,287886.400001284
6,299359.15258639026
4,176380.55032671228
10,476966.37781931314
10,542225.9266819917
2,82788.69192372226
7,343539.15262453986
5,242655.2599840143
6,291572.86384459113
2,112426.93479938204
5,268962.859009441
10,493880.91136936814
4,175270.434268153
9,475488.80455697805
6,298093.1781760664
2,134606.43629714337
1,5088.282048696747
5,253908.0644256664
9,488372.1266775242
6,292934.71729123686
10,495490.13153330726
7,355910.23383180675
5,238824.08362230085
10,493758.5613589453
6,293243.69811617193
5,237451.58531147253
9,474577.1310040112
6,309221.5606459287
8,405012.564642066
2,116171.42013780234
9,444712.88333593064
5,234515.923632942
7,337947.51390770887
10,500035.6608220922
1,28815.765832541958
10,489994.7796682665
5,239677.6671625713
10,542491.1245965803
2,44523.701201321666
6,296407.60557188734
1,84513.8758562954
3,152436.8892826491
5,265068.34946842183
4,201996.52630199536
3,136653.3323756704
10,455161.6813098217
5,254109.11374072605
8,384487.86790795217
4,183993.29187669393
1,40020.254880417764
7,384897.22813246987
8,448096.7508450794
3,154344.15875056802
6,290704.65552176547
2,76455.47165097579
7,359370.8032309214
8,435658.1120013029
6,295053.1922594969
6,252420.07918493552
5,263400.9934363105
8,419707.994229001
1,18283.087192283052
10,503529.68367325905
4,209024.52032272198
4,198537.85395982122
3,134184.58161829293
3,170318.74447127111
4,191932.40508062634
1,20296.276746001357
2,59010.51028660638
9,475216.9903999862
10,512333.27952942235
2,101759.47094258339
5,241194.50726298394
9,439420.0317159375
9,428485.26703116775
8,391370.88710880233
1,7598.255697596513
1,35278.72693062972
9,443781.2496729781
8,412197.6009438084
10,499201.47073253273
9,465898.4622775112
7,376982.7021022686
3,171163.40187648204
3,159410.19694757112
2,100237.25358361569
5,230384.2398317288
3,164798.88102758632
6,333594.94764443056
2,106842.12079300836
3,188345.18296852245
5,219488.56583877833
1,26916.73230440917
1,67104.03015496525
10,505285.804203065
9,476275.64353143616
7,349690.5671854652
1,32640.49154943336
8,395728.13515589916
3,119346.32058152532
8,377428.1865380593
5,269448.8799583602
1,67455.7482893922
7,357260.08569612156
5,215578.44958079062
6,292831.9284897422
6,275500.00222679897
8,423530.6650757553
9,438325.557328748
2,78285.04578436901
9,450595.9233024285
10,487196.91086330777
9,479674.87820407416
10,485303.78204931616
10,472015.4348155074
7,306941.7296848497
1,49384.269951731694
7,338761.3977228415
10,471421.9078697655
5,273784.5292251157
6,313344.9029485848
10,499435.6424212554
7,377286.52488341735
5,263250.7206679723
7,333542.88196963136
9,429215.59672018467
3,166359.63088907723
8,407927.339129347
2,103394.95535941323
7,333070.04394262185
2,112158.95134011508
4,184890.02233732102
7,347960.2669081264
3,178938.88292773959
2,86783.31528379708
10,468540.2148585428
7,328949.0561625978
1,69885.97653375246
8,405094.6227476042
3,147422.45242622492
2,89818.12389376861
3,159707.1981510638
5,233017.90298019553
8,406113.3113728519
10,485374.90862374083
7,332046.8122944989
7,337250.25130349974
7,342491.85107032076
8,399023.40328132594
1,54709.115902222286
4,126232.69417143111
6,283846.9888450647
9,442168.6004528792
2,130101.2407721666
1,28399.947832357357
10,503255.93236199825
2,129900.60619471675
7,323740.6294010545
3,157879.50451728803
10,483954.5633213096
2,89907.32515421532
7,333937.7833209337
2,85362.85383168228
3,204438.24295812985
7,366889.1174414333
4,222034.7572357242
1,59839.869736729925
5,217874.86423196085
9,457899.1594064661
8,421458.5922901469
9,432932.01051921776
10,519306.5333432225
9,464086.7241970816
7,387040.8008962734
4,191644.33974972763
5,228047.78035448547
1,42767.43781254909
1,78711.41986327246
3,113431.88238316073
8,358632.48569137935
2,101787.90557863227
4,191148.21414451688
2,100154.55786351369
5,268906.2354247173
9,438948.61307762295
1,12539.88338138759
5,290889.6311439989
9,430055.4342512245
1,28819.25755975805
9,472074.40027445194
8,392310.21757916966
4,198732.20295930377
10,509655.80248120637
5,271671.6620621999
5,243330.78613636456
6,330399.040118286
7,307284.0030253039
8,415195.74473906157
8,383209.4488396469
2,127445.42633215983
9,452840.8895766109
7,336541.893359812
4,213256.82186043265
4,217863.76694414503
8,412837.8824571728
4,179406.07520733878
6,290319.65752755833
5,249918.5432575713
3,149174.80694699878
10,514994.90950876696
2,59701.97534986783
9,456686.54109107004
10,494200.3729112672
9,433229.987672321
1,35150.26444460801
10,495709.2467096407
3,77978.29791080965
8,385974.208584169
6,282483.70350707415
5,260655.6641864525
5,233889.46634978958
